,Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
562,22,Male,Other,Undergraduate,LinkedIn,Education,8.0,243,1.0,0.9,4.5,Very High,5.4
563,22,Male,Other,Undergraduate,Snapchat,Entertainment,6.6,191,1.1,2.0,5.2,Very High,5.2
564,22,Male,Other,Undergraduate,TikTok,Entertainment,1.6,76,7.5,3.3,8.2,Low,8.6
565,22,Female,Canada,Undergraduate,Instagram,Entertainment,6.8,207,1.0,0.9,5.4,Very High,4.4
566,19,Male,UK,Undergraduate,TikTok,Entertainment,1.8,76,4.3,2.5,7.6,Low,8.3
567,20,Female,Other,Undergraduate,TikTok,Entertainment,3.9,157,5.4,2.1,8.8,Medium,8.5
568,24,Male,Other,Graduate,Snapchat,Entertainment,6.7,219,3.3,0.8,5.4,Very High,5.4
569,23,Male,Other,Graduate,Twitter,News,7.8,256,1.0,1.0,5.7,Very High,5.9
570,20,Female,Other,Undergraduate,TikTok,Entertainment,5.0,172,1.5,1.8,7.4,Medium,6.7
571,18,Female,Other,High School,Facebook,Networking,7.6,219,1.0,1.7,4.5,Very High,5.9
572,21,Female,Other,Undergraduate,Instagram,Entertainment,1.7,103,6.1,3.2,8.7,Low,7.4
573,22,Female,Other,Undergraduate,LinkedIn,Education,5.8,188,2.0,1.4,6.7,High,6.5
574,21,Male,India,Undergraduate,Snapchat,Entertainment,6.4,212,1.0,1.3,5.5,Very High,5.9
575,22,Female,Other,Undergraduate,Snapchat,Entertainment,2.5,102,6.0,2.7,8.0,Medium,8.6
576,24,Male,Germany,Graduate,YouTube,Education,5.2,174,3.2,1.4,6.5,High,6.4
577,23,Male,Other,Graduate,TikTok,Entertainment,5.2,174,1.6,2.0,6.8,Medium,6.9
578,20,Female,Germany,Undergraduate,TikTok,Entertainment,6.8,206,1.8,1.3,5.1,Very High,4.9
579,22,Female,Other,Undergraduate,LinkedIn,Education,7.1,224,2.5,0.7,6.0,Very High,4.1
580,21,Female,Canada,Undergraduate,Facebook,Networking,4.7,171,3.4,1.3,7.1,High,6.5
581,19,Male,Canada,Undergraduate,Facebook,Networking,7.7,217,1.0,1.8,5.4,Very High,4.4
582,21,Female,Other,Undergraduate,LinkedIn,Education,2.6,95,5.3,2.3,8.9,Medium,8.3
583,19,Female,Other,Undergraduate,TikTok,Entertainment,6.2,213,2.3,2.3,5.0,Very High,4.8
584,22,Male,Australia,Undergraduate,Snapchat,Entertainment,5.7,189,1.0,1.3,7.4,High,6.9
585,20,Female,USA,Undergraduate,Twitter,News,2.9,135,5.2,2.4,7.3,Medium,7.1
586,19,Female,Other,Undergraduate,Facebook,Networking,4.2,154,3.5,3.1,6.9,High,6.7
587,21,Male,Canada,Undergraduate,YouTube,Education,3.8,146,5.7,1.5,9.0,Low,8.5
588,23,Female,India,Graduate,Instagram,Entertainment,3.6,150,4.3,1.2,7.6,Medium,7.9
589,24,Female,Other,Graduate,Instagram,Entertainment,2.1,103,7.2,3.1,8.0,Low,8.7
590,23,Female,Other,Graduate,Twitter,News,4.7,155,2.4,1.4,7.3,Medium,6.0
591,24,Male,Other,Graduate,LinkedIn,Education,7.7,238,1.0,1.1,5.8,Very High,4.4
592,23,Female,Other,Graduate,Facebook,Networking,7.2,214,1.1,0.9,5.6,Very High,4.6
593,23,Male,India,Graduate,Twitter,News,8.4,248,1.0,1.0,5.6,Very High,5.7
594,22,Female,India,Undergraduate,Instagram,Entertainment,4.8,172,3.3,1.3,7.0,Medium,6.3
595,21,Female,India,Undergraduate,TikTok,Entertainment,2.6,95,6.4,2.3,8.7,Low,7.5
596,20,Male,Other,Undergraduate,Twitter,News,8.1,253,1.0,1.2,4.6,Very High,4.7
597,19,Male,Other,Undergraduate,TikTok,Entertainment,6.3,205,1.0,0.9,5.4,Very High,4.9
598,20,Male,Other,Undergraduate,LinkedIn,Education,7.6,227,1.0,0.7,4.6,Very High,5.0
599,20,Female,Other,Undergraduate,YouTube,Education,6.1,178,1.2,1.3,5.1,Very High,4.1
600,24,Female,Other,Graduate,Facebook,Networking,3.3,135,4.4,1.5,7.2,Medium,7.3
601,23,Female,Other,Graduate,TikTok,Entertainment,6.9,229,1.0,1.1,5.9,Very High,4.6
602,20,Male,Other,Undergraduate,YouTube,Education,2.9,126,3.7,2.3,7.6,Medium,7.6
603,24,Male,Other,Graduate,TikTok,Entertainment,5.6,181,1.1,1.4,5.6,High,5.3
604,19,Male,Other,Undergraduate,YouTube,Education,4.3,158,4.1,1.8,6.4,High,6.4
605,21,Male,Other,Undergraduate,Twitter,News,6.8,211,1.0,1.3,4.6,Very High,4.0
606,23,Female,Other,Graduate,Instagram,Entertainment,5.4,174,1.0,1.3,6.6,High,6.3
607,19,Male,Other,Undergraduate,YouTube,Education,8.1,240,1.0,1.3,4.5,Very High,5.8
608,22,Female,Other,Undergraduate,TikTok,Entertainment,7.3,215,1.0,1.9,4.8,Very High,5.7
609,24,Male,Other,Graduate,LinkedIn,Education,3.7,155,3.7,1.8,8.5,Low,8.0
610,18,Male,India,High School,LinkedIn,Education,3.7,143,3.2,2.3,8.6,Medium,7.4
611,24,Male,Canada,Graduate,Facebook,Networking,6.3,188,2.4,1.3,5.6,Very High,4.5
612,22,Male,Other,Undergraduate,Instagram,Entertainment,5.6,199,2.7,1.8,5.8,High,5.2
613,24,Female,Other,Graduate,YouTube,Education,3.7,123,6.2,2.9,7.4,Low,6.7
614,21,Male,Germany,Undergraduate,LinkedIn,Education,7.2,228,1.1,1.5,5.1,Very High,4.3
615,18,Male,Other,High School,YouTube,Education,7.0,206,1.3,0.4,5.2,Very High,4.9
616,24,Female,Germany,Graduate,Twitter,News,5.5,176,2.4,1.9,4.6,Very High,4.8
617,19,Female,Other,Undergraduate,Facebook,Networking,5.4,186,3.3,2.3,6.7,High,6.6
618,18,Male,Other,High School,TikTok,Entertainment,2.3,121,6.2,2.3,8.1,Low,7.1
619,18,Male,Other,High School,Facebook,Networking,5.9,211,3.1,2.0,5.1,High,4.1
620,19,Male,Other,Undergraduate,Facebook,Networking,5.3,192,2.3,1.3,6.8,High,6.4
621,20,Male,Other,Undergraduate,LinkedIn,Education,2.0,84,5.7,1.8,8.2,Low,7.7
622,24,Male,Other,Graduate,Snapchat,Entertainment,1.6,68,6.0,2.7,8.9,Low,7.4
623,21,Female,Australia,Undergraduate,LinkedIn,Education,5.7,203,2.9,0.7,6.8,High,6.6
624,23,Female,Germany,Graduate,Instagram,Entertainment,6.6,226,2.6,1.2,4.6,Very High,6.0
625,22,Male,Other,Undergraduate,LinkedIn,Education,6.6,201,1.0,2.0,4.8,Very High,4.7
626,20,Female,Other,Undergraduate,Instagram,Entertainment,6.9,197,1.0,0.3,4.5,Very High,4.4
627,18,Male,Other,High School,LinkedIn,Education,3.7,142,4.6,1.4,7.9,Medium,8.2
628,23,Male,USA,Graduate,LinkedIn,Education,2.3,85,5.5,1.9,7.5,Medium,7.4
629,24,Female,Other,Graduate,Snapchat,Entertainment,6.7,193,2.1,1.3,4.9,Very High,4.2
630,20,Female,Other,Undergraduate,LinkedIn,Education,6.3,219,1.0,1.2,5.7,High,5.3
631,21,Female,India,Undergraduate,TikTok,Entertainment,4.2,149,3.1,2.6,6.1,High,6.5
632,21,Female,Other,Undergraduate,Twitter,News,2.3,86,5.1,2.9,7.0,Medium,8.4
633,23,Female,Australia,Graduate,Instagram,Entertainment,2.2,106,3.9,2.7,8.6,Low,7.7
634,23,Male,Other,Graduate,TikTok,Entertainment,3.6,129,3.6,2.2,8.6,Medium,7.9
635,19,Male,Other,Undergraduate,Instagram,Entertainment,3.3,128,4.0,2.4,8.2,Medium,7.3
636,19,Male,Other,Undergraduate,TikTok,Entertainment,6.5,222,1.3,0.9,5.0,Very High,4.2
637,18,Male,Other,High School,Twitter,News,7.4,219,1.5,1.6,4.9,Very High,4.3
638,23,Female,Other,Graduate,Twitter,News,4.7,167,3.1,1.3,7.3,Medium,6.3
639,24,Female,Other,Graduate,Facebook,Networking,3.8,153,3.4,2.5,6.8,Medium,6.9
640,23,Female,Germany,Graduate,Snapchat,Entertainment,6.1,193,1.9,2.1,5.3,High,5.7
641,18,Male,Canada,High School,Instagram,Entertainment,6.1,215,2.7,1.6,5.6,High,4.6
642,18,Female,Other,High School,Facebook,Networking,7.7,234,1.0,1.0,5.4,Very High,4.0
643,18,Male,Other,High School,Snapchat,Entertainment,5.0,168,2.3,2.0,6.5,High,6.8
644,20,Female,Other,Undergraduate,YouTube,Education,5.9,207,2.5,0.1,5.0,Very High,5.6
645,18,Female,Other,High School,Twitter,News,8.0,250,1.0,1.2,5.4,Very High,5.7
646,20,Male,Germany,Undergraduate,YouTube,Education,4.4,169,4.1,1.8,6.1,Medium,6.5
647,20,Male,India,Undergraduate,LinkedIn,Education,7.5,243,1.0,1.1,5.2,Very High,5.2
648,22,Male,India,Undergraduate,Twitter,News,5.5,190,3.1,2.0,7.1,Medium,7.0
649,22,Male,Other,Undergraduate,Instagram,Entertainment,6.0,184,1.2,1.5,5.8,Very High,5.5
650,21,Male,Canada,Undergraduate,Twitter,News,2.1,92,5.9,1.9,8.8,Low,7.0
651,22,Male,Other,Undergraduate,Facebook,Networking,4.1,161,3.7,1.9,6.7,Medium,6.3
652,18,Female,Other,High School,Twitter,News,5.6,189,1.4,1.6,5.6,High,4.4
653,23,Male,India,Graduate,Instagram,Entertainment,1.8,81,4.9,2.6,7.8,Low,7.0
654,22,Male,Other,Undergraduate,Facebook,Networking,4.7,155,3.8,1.9,6.6,High,6.9
655,23,Male,UK,Graduate,Twitter,News,3.9,153,3.8,2.5,7.3,Medium,7.0
656,22,Female,Other,Undergraduate,YouTube,Education,6.6,197,1.0,0.8,5.0,Very High,4.1
657,21,Male,Other,Undergraduate,Facebook,Networking,5.9,176,2.0,1.6,4.6,Very High,5.2
658,24,Female,Other,Graduate,Facebook,Networking,3.8,150,5.1,2.7,7.5,Medium,8.8
659,18,Female,USA,High School,YouTube,Education,7.2,216,1.0,0.3,5.5,Very High,5.8
660,24,Female,Other,Graduate,YouTube,Education,7.5,242,1.0,1.2,4.9,Very High,4.9
661,18,Male,Other,High School,Snapchat,Entertainment,1.6,86,5.7,2.3,8.4,Low,7.7
662,22,Male,UK,Undergraduate,Snapchat,Entertainment,8.1,266,1.1,0.8,5.4,Very High,5.1
663,18,Male,Other,High School,Instagram,Entertainment,7.1,222,1.1,0.8,5.9,Very High,4.8
664,23,Male,India,Graduate,Instagram,Entertainment,2.7,126,5.9,2.2,8.8,Low,8.4
665,24,Male,Other,Graduate,Snapchat,Entertainment,5.8,204,1.3,2.5,4.8,High,4.9
666,21,Male,USA,Undergraduate,Facebook,Networking,6.8,203,1.0,0.7,5.7,Very High,5.6
667,24,Male,Other,Graduate,Twitter,News,7.4,249,1.0,0.6,5.3,Very High,4.1
668,22,Female,Canada,Undergraduate,YouTube,Education,4.1,156,3.9,1.3,7.2,Medium,6.3
669,22,Male,Other,Undergraduate,Snapchat,Entertainment,6.3,186,2.1,2.3,5.6,Very High,4.2
670,24,Male,Other,Graduate,Instagram,Entertainment,7.5,212,1.0,0.9,5.7,Very High,5.7
671,18,Female,Other,High School,TikTok,Entertainment,8.0,235,1.0,1.0,4.8,Very High,5.3
672,19,Male,India,Undergraduate,YouTube,Education,5.9,172,2.2,1.3,6.0,High,7.0
673,24,Male,USA,Graduate,TikTok,Entertainment,4.4,149,4.2,1.4,6.3,Medium,6.2
674,24,Male,Other,Graduate,YouTube,Education,7.0,239,1.6,1.1,5.6,Very High,5.7
675,21,Female,Other,Undergraduate,Twitter,News,8.0,244,1.0,2.2,5.2,Very High,5.6
676,21,Male,Canada,Undergraduate,Instagram,Entertainment,2.5,87,3.7,3.1,7.0,Low,8.2
677,19,Female,Australia,Undergraduate,Facebook,Networking,6.2,199,2.6,1.0,5.2,Very High,5.9
678,21,Female,Other,Undergraduate,LinkedIn,Education,7.4,218,1.6,1.5,4.6,Very High,5.4
679,20,Female,USA,Undergraduate,YouTube,Education,4.6,174,2.6,1.4,6.1,High,6.7
680,18,Male,Other,High School,Facebook,Networking,6.3,185,1.0,0.5,4.8,Very High,5.0
681,24,Female,Germany,Graduate,TikTok,Entertainment,3.2,135,4.9,2.7,7.9,Medium,7.4
682,19,Female,Other,Undergraduate,LinkedIn,Education,5.4,177,3.3,2.2,7.1,Medium,6.5
683,24,Male,Other,Graduate,LinkedIn,Education,2.5,87,6.9,2.9,7.9,Low,8.8
684,21,Female,Other,Undergraduate,LinkedIn,Education,2.0,101,6.4,2.3,8.7,Low,8.4
685,23,Female,Other,Graduate,Twitter,News,2.8,113,4.9,2.2,8.5,Low,8.3
686,22,Female,Other,Undergraduate,TikTok,Entertainment,5.2,185,2.1,2.1,6.3,Medium,6.8
687,21,Male,Other,Undergraduate,YouTube,Education,5.2,179,2.8,1.9,6.7,High,6.8
688,21,Female,Other,Undergraduate,YouTube,Education,8.1,258,1.0,0.8,5.6,Very High,4.5
689,18,Male,Other,High School,Instagram,Entertainment,2.8,113,4.4,1.5,7.3,Low,8.2
690,19,Male,Other,Undergraduate,LinkedIn,Education,5.9,172,3.7,1.6,7.4,Very High,6.5
691,22,Male,Other,Undergraduate,TikTok,Entertainment,1.6,70,7.8,3.1,7.7,Low,7.8
692,18,Female,Other,High School,Snapchat,Entertainment,7.6,233,1.3,0.5,5.4,Very High,5.8
693,18,Female,USA,High School,YouTube,Education,1.9,87,5.4,2.8,7.9,Low,7.2
694,18,Female,Other,High School,Snapchat,Entertainment,2.9,128,5.8,2.4,8.2,Low,7.4
695,18,Female,USA,High School,Instagram,Entertainment,2.1,93,6.4,2.9,8.7,Low,7.9
696,18,Male,Other,High School,LinkedIn,Education,5.8,204,2.6,2.0,5.9,High,5.5
697,18,Female,UK,High School,Twitter,News,3.6,122,5.4,1.8,7.1,High,7.0
698,18,Male,USA,High School,YouTube,Education,3.9,137,4.6,1.2,6.0,Medium,6.7
699,20,Male,Other,Undergraduate,LinkedIn,Education,8.1,257,1.0,0.7,5.9,Very High,5.9
700,20,Male,Other,Undergraduate,Twitter,News,8.2,233,1.0,1.4,5.2,Very High,5.4
701,23,Male,Canada,Graduate,Snapchat,Entertainment,6.0,187,2.3,1.2,6.5,High,6.1
702,19,Female,Other,Undergraduate,Facebook,Networking,6.1,207,1.0,1.1,4.6,Very High,4.3
703,22,Female,Other,Undergraduate,TikTok,Entertainment,7.2,228,1.0,0.3,4.5,Very High,5.9
704,21,Female,Other,Undergraduate,Facebook,Networking,2.5,118,5.1,3.3,8.7,Low,8.3
705,19,Male,UK,Undergraduate,Snapchat,Entertainment,3.8,140,3.2,2.5,6.6,Low,6.8
706,22,Male,USA,Undergraduate,YouTube,Education,5.5,196,3.8,2.0,5.2,Very High,4.6
707,20,Male,India,Undergraduate,Snapchat,Entertainment,5.6,200,3.8,2.1,5.8,Medium,5.1
708,22,Female,Other,Undergraduate,Snapchat,Entertainment,4.5,175,4.6,2.2,6.7,Medium,6.9
709,20,Male,Other,Undergraduate,LinkedIn,Education,2.8,99,5.4,2.2,8.5,Medium,8.7
710,20,Female,Other,Undergraduate,LinkedIn,Education,5.5,185,3.6,1.5,6.5,High,6.8
711,18,Female,Other,High School,LinkedIn,Education,6.3,186,1.7,1.2,5.1,High,4.2
712,22,Male,Other,Undergraduate,YouTube,Education,4.0,134,4.2,3.3,8.5,Low,8.5
713,22,Female,UK,Undergraduate,Facebook,Networking,5.1,164,2.0,2.0,7.1,Medium,6.1
714,20,Female,Other,Undergraduate,Twitter,News,4.9,172,3.4,1.5,6.0,High,7.0
715,24,Female,Australia,Graduate,LinkedIn,Education,2.2,97,5.8,2.7,7.1,Low,7.1
716,23,Female,Other,Graduate,Instagram,Entertainment,4.0,159,3.0,1.5,7.1,Medium,8.0
717,21,Female,Other,Undergraduate,LinkedIn,Education,5.1,163,2.9,2.5,6.9,High,6.0
718,22,Male,Other,Undergraduate,YouTube,Education,3.7,141,4.2,1.7,7.4,Medium,9.0
719,19,Male,Other,Undergraduate,TikTok,Entertainment,4.4,165,5.0,2.2,7.0,High,6.2
720,20,Male,USA,Undergraduate,TikTok,Entertainment,7.7,256,1.0,1.6,5.6,Very High,5.3
721,19,Male,USA,Undergraduate,LinkedIn,Education,6.0,184,2.0,1.7,5.5,High,4.7
722,22,Female,Other,Undergraduate,Instagram,Entertainment,7.0,229,1.2,1.3,5.8,High,4.3
723,19,Female,Other,Undergraduate,Twitter,News,5.2,158,2.8,1.7,6.8,High,6.2
724,18,Male,Other,High School,Snapchat,Entertainment,6.5,208,1.3,1.3,5.4,Very High,4.1
725,20,Female,Other,Undergraduate,TikTok,Entertainment,3.2,121,3.9,1.9,8.6,Low,7.5
726,23,Female,Other,Graduate,TikTok,Entertainment,4.3,170,3.6,1.7,6.1,High,6.3
727,22,Male,Australia,Undergraduate,YouTube,Education,6.2,210,1.2,2.2,5.5,Very High,4.8
728,20,Female,USA,Undergraduate,Facebook,Networking,6.4,222,1.0,1.3,5.5,Very High,5.7
729,24,Male,India,Graduate,LinkedIn,Education,8.1,261,1.0,0.6,5.1,Very High,5.1
730,21,Male,Other,Undergraduate,Facebook,Networking,5.2,171,3.1,1.4,7.3,Medium,6.6
731,22,Male,Other,Undergraduate,Snapchat,Entertainment,6.9,226,1.0,1.8,4.6,Very High,5.2
732,22,Male,Other,Undergraduate,YouTube,Education,2.6,91,5.3,2.7,7.7,Low,8.9
733,22,Female,Other,Undergraduate,LinkedIn,Education,1.6,87,7.2,2.9,7.1,Medium,7.4
734,21,Male,Other,Undergraduate,Snapchat,Entertainment,3.8,121,5.0,1.9,6.7,Medium,6.8
735,22,Female,Other,Undergraduate,TikTok,Entertainment,7.4,238,1.4,1.4,5.2,Very High,5.1
736,20,Female,Other,Undergraduate,TikTok,Entertainment,6.4,223,1.6,1.1,5.8,Very High,4.1
737,19,Male,USA,Undergraduate,Twitter,News,5.1,179,2.2,1.6,7.3,High,6.6
738,18,Male,UK,High School,Snapchat,Entertainment,6.3,215,1.0,1.9,5.8,High,5.6
739,23,Female,UK,Graduate,Snapchat,Entertainment,5.7,176,2.6,2.0,5.5,Very High,4.5
740,24,Female,Other,Graduate,YouTube,Education,7.3,246,1.0,0.7,5.6,Very High,5.0
741,19,Female,Other,Undergraduate,LinkedIn,Education,4.4,157,4.6,1.5,6.9,Medium,6.5
742,19,Male,Other,Undergraduate,LinkedIn,Education,6.5,213,2.4,1.4,5.4,Very High,5.8
743,23,Male,Other,Graduate,YouTube,Education,3.8,150,4.1,2.9,6.7,Medium,6.3
744,24,Male,Other,Graduate,YouTube,Education,4.8,170,2.2,0.8,6.7,High,6.1
745,18,Female,Other,High School,LinkedIn,Education,2.5,99,5.2,2.5,7.3,Low,7.3
746,18,Female,Other,High School,Twitter,News,2.8,119,5.4,1.6,8.6,Low,8.0
747,21,Male,Australia,Undergraduate,TikTok,Entertainment,7.2,231,1.0,0.9,4.7,Very High,5.8
748,19,Female,UK,Undergraduate,Snapchat,Entertainment,8.4,269,1.0,0.7,5.0,Very High,4.5
749,20,Female,USA,Undergraduate,Facebook,Networking,2.5,106,5.7,2.2,8.0,Low,9.0
750,19,Male,Other,Undergraduate,Snapchat,Entertainment,8.4,255,1.0,0.6,4.8,Very High,5.4
751,21,Male,India,Undergraduate,Snapchat,Entertainment,2.5,107,5.0,2.4,7.4,Low,8.0
752,22,Female,Germany,Undergraduate,Snapchat,Entertainment,6.6,194,1.6,1.1,4.7,Very High,5.4
753,19,Female,Other,Undergraduate,LinkedIn,Education,3.7,120,4.0,1.3,6.1,Medium,6.6
754,22,Female,Other,Undergraduate,Facebook,Networking,2.9,97,5.3,2.7,7.0,Low,7.2
755,23,Male,Other,Graduate,Instagram,Entertainment,3.3,133,4.9,2.6,8.8,Low,9.0
756,24,Male,Other,Graduate,Twitter,News,7.4,226,1.0,1.6,5.6,Very High,5.1
757,22,Female,Australia,Undergraduate,YouTube,Education,3.0,134,4.6,1.5,8.3,Medium,7.8
758,22,Male,Other,Undergraduate,Facebook,Networking,6.8,223,2.4,1.4,5.2,Very High,4.3
759,23,Female,India,Graduate,Facebook,Networking,2.6,95,4.5,2.7,7.7,Low,8.7
760,22,Male,Other,Undergraduate,Facebook,Networking,6.7,196,1.0,0.8,5.1,Very High,4.7
761,23,Female,Other,Graduate,Instagram,Entertainment,6.7,206,1.0,1.3,5.8,Very High,5.5
762,21,Male,Canada,Undergraduate,YouTube,Education,3.6,151,4.4,2.0,6.2,Medium,6.1
763,23,Male,Australia,Graduate,YouTube,Education,3.4,111,4.6,3.1,8.7,Medium,7.8
764,20,Male,Other,Undergraduate,YouTube,Education,6.8,202,1.1,2.3,6.0,Very High,5.1
765,18,Male,Other,High School,Twitter,News,2.4,86,6.6,1.6,7.3,Low,8.4
766,18,Male,Other,High School,Snapchat,Entertainment,6.0,191,1.0,2.7,5.0,High,5.5
767,23,Female,Other,Graduate,Instagram,Entertainment,7.4,249,1.0,0.7,4.6,Very High,4.3
768,23,Female,Other,Graduate,Twitter,News,4.5,164,4.7,2.4,6.9,High,6.1
769,23,Male,Other,Graduate,TikTok,Entertainment,6.6,209,1.0,1.8,5.6,High,5.0
770,19,Male,India,Undergraduate,Facebook,Networking,3.6,120,4.1,1.6,8.8,Medium,7.9
771,20,Male,Other,Undergraduate,LinkedIn,Education,2.0,89,5.4,2.7,7.6,Low,7.6
772,21,Female,India,Undergraduate,Facebook,Networking,3.9,142,3.4,2.0,7.8,Medium,7.1
773,20,Male,Other,Undergraduate,Instagram,Entertainment,5.5,172,2.2,1.9,6.7,High,6.8
774,18,Male,Other,High School,Instagram,Entertainment,6.7,220,2.4,1.4,4.8,Very High,5.8
775,21,Male,Other,Undergraduate,Snapchat,Entertainment,8.2,269,1.3,1.5,4.9,Very High,5.6
776,21,Female,Other,Undergraduate,TikTok,Entertainment,5.8,178,1.9,1.6,5.6,Very High,6.0
777,18,Female,Other,High School,Snapchat,Entertainment,5.9,182,3.6,1.4,4.6,Very High,5.6
778,18,Male,USA,High School,Instagram,Entertainment,7.2,210,1.0,1.7,5.9,High,4.4
779,24,Male,Other,Graduate,Instagram,Entertainment,6.5,216,2.9,1.7,5.3,Very High,4.8
780,19,Female,USA,Undergraduate,LinkedIn,Education,2.9,115,5.0,2.6,8.9,Low,7.4
781,24,Male,Other,Graduate,TikTok,Entertainment,6.3,193,1.8,1.1,5.7,Very High,5.6
782,18,Male,Australia,High School,Twitter,News,4.4,143,3.9,1.4,6.1,High,6.5
783,21,Female,Other,Undergraduate,TikTok,Entertainment,7.1,204,3.4,0.9,5.5,Very High,4.8
784,20,Female,UK,Undergraduate,TikTok,Entertainment,3.8,139,4.9,1.7,7.2,Medium,8.1
785,22,Female,Other,Undergraduate,Instagram,Entertainment,7.9,249,1.0,1.4,5.4,Very High,4.7
786,19,Female,Other,Undergraduate,LinkedIn,Education,5.6,174,3.2,2.1,6.3,Very High,6.4
787,20,Female,Other,Undergraduate,YouTube,Education,6.3,182,1.4,1.3,5.2,High,4.6
788,21,Male,Other,Undergraduate,TikTok,Entertainment,3.2,123,4.4,2.9,7.1,Medium,7.1
789,20,Male,Other,Undergraduate,Snapchat,Entertainment,2.0,102,6.7,3.2,7.1,Low,9.0
790,23,Male,Australia,Graduate,Snapchat,Entertainment,7.6,228,1.0,1.2,5.9,Very High,4.1
791,23,Female,Other,Graduate,YouTube,Education,7.4,220,1.0,0.7,5.7,Very High,4.2
792,21,Male,Other,Undergraduate,YouTube,Education,5.6,171,2.4,2.4,4.9,High,5.5
793,19,Female,Other,Undergraduate,LinkedIn,Education,4.6,169,3.7,1.8,7.2,High,6.5
794,19,Female,USA,Undergraduate,Facebook,Networking,6.1,211,2.2,1.5,4.8,Very High,4.2
795,20,Female,Other,Undergraduate,Snapchat,Entertainment,4.2,160,2.3,1.8,6.2,High,6.7
796,22,Female,Other,Undergraduate,LinkedIn,Education,3.7,137,4.8,1.6,6.2,High,6.9
797,23,Male,Other,Graduate,LinkedIn,Education,6.1,205,1.1,0.7,5.6,Very High,4.5
798,19,Female,USA,Undergraduate,TikTok,Entertainment,6.1,192,1.0,1.8,5.5,High,5.6
799,20,Male,USA,Undergraduate,LinkedIn,Education,2.7,92,5.3,1.9,7.6,Low,8.9
800,20,Male,Other,Undergraduate,Snapchat,Entertainment,6.0,189,2.1,3.0,5.8,Very High,4.9
801,23,Male,Other,Graduate,TikTok,Entertainment,6.4,213,1.0,0.9,5.4,Very High,4.6
802,21,Male,UK,Undergraduate,YouTube,Education,5.7,192,3.0,0.9,5.3,High,5.8
803,20,Male,Other,Undergraduate,Instagram,Entertainment,7.0,239,1.0,1.5,5.3,Very High,5.1
804,23,Female,Other,Graduate,Facebook,Networking,7.7,256,1.0,1.8,5.7,High,4.6
805,19,Male,Other,Undergraduate,TikTok,Entertainment,6.3,191,1.2,1.5,4.8,Very High,4.0
806,20,Female,Other,Undergraduate,Twitter,News,5.7,167,2.3,1.9,5.2,High,5.5
807,18,Male,Other,High School,LinkedIn,Education,8.2,239,1.0,0.0,5.2,Very High,4.6
808,19,Female,Other,Undergraduate,Twitter,News,6.4,220,1.0,1.1,5.5,Very High,4.4
809,22,Male,India,Undergraduate,TikTok,Entertainment,6.6,222,2.0,0.8,4.7,Very High,4.3
810,18,Female,Other,High School,LinkedIn,Education,6.0,178,2.1,0.6,4.6,Very High,5.4
811,21,Female,Germany,Undergraduate,LinkedIn,Education,5.9,178,1.0,1.6,5.1,High,5.9
812,23,Female,Australia,Graduate,LinkedIn,Education,7.4,232,1.0,0.0,5.1,Very High,4.3
813,19,Male,Other,Undergraduate,Snapchat,Entertainment,5.8,196,2.2,0.9,5.6,Very High,4.5
814,21,Female,Other,Undergraduate,Instagram,Entertainment,5.8,209,2.0,1.3,6.0,Very High,4.4
815,21,Male,Other,Undergraduate,LinkedIn,Education,1.8,100,6.1,2.1,9.0,Low,8.2
816,18,Male,Other,High School,Snapchat,Entertainment,6.5,195,1.5,1.6,5.4,High,4.1
817,23,Male,Other,Graduate,Instagram,Entertainment,3.8,121,4.4,2.2,6.5,Medium,6.6
818,18,Male,Other,High School,TikTok,Entertainment,8.0,250,1.0,1.4,5.6,Very High,4.5
819,19,Male,India,Undergraduate,Twitter,News,7.7,239,1.0,1.5,5.5,Very High,4.7
820,19,Male,Other,Undergraduate,Snapchat,Entertainment,8.1,263,1.0,1.5,5.2,Very High,5.0
821,22,Male,Other,Undergraduate,TikTok,Entertainment,6.2,203,1.0,1.4,5.2,Very High,5.8
822,18,Female,Other,High School,Facebook,Networking,4.9,167,3.3,1.9,7.1,High,6.6
823,23,Male,Other,Graduate,YouTube,Education,3.9,134,5.1,2.3,8.5,Low,8.9
824,21,Male,Other,Undergraduate,Twitter,News,6.6,193,1.1,1.4,5.0,Very High,6.0
825,22,Male,Other,Undergraduate,Instagram,Entertainment,6.2,215,1.0,1.3,4.7,Very High,4.4
826,24,Male,UK,Graduate,Facebook,Networking,2.4,118,4.2,2.2,7.5,Low,7.1
827,19,Male,Other,Undergraduate,Instagram,Entertainment,3.6,121,3.7,1.7,8.7,Low,8.5
828,18,Male,Other,High School,Instagram,Entertainment,2.8,123,4.8,2.5,8.8,Low,8.6
829,23,Male,Other,Graduate,YouTube,Education,1.6,79,6.1,2.6,7.1,Low,8.1
830,22,Male,USA,Undergraduate,Facebook,Networking,7.3,224,1.0,0.8,5.9,Very High,4.4
831,18,Female,Canada,High School,YouTube,Education,6.8,228,1.0,1.0,5.2,Very High,5.2
832,22,Male,Other,Undergraduate,Facebook,Networking,7.7,250,1.1,0.5,5.0,Very High,6.0
